SK_ID_CURR,TARGET,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN,CC_AMT_RECIVABLE_MEAN,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,CC_AMT_INST_MIN_REGULARITY_MEAN
100418,0.0,0.4632753280912678,0.7376641513695528,0.4852892795125728,0.84375,6.0,-751.5,85042.50328125,84158.02546875,84158.02546875,80078.889375,0.9375,25.0,1.0,-13284,0.0,0.0,-906.0,-1765.0,1.0,4243.289516129033
100478,0.0,0.6446794549585961,0.5238795035201189,0.5410690598964915,0.5,14.0,-1419.5,6342.327692307693,5878.966153846153,5878.966153846153,5857.961538461538,1.9230769230769231,47.0,0.6666666666666666,-11935,0.05,0.3333333333333333,-2822.0,-5348.0,0.95,555.4973076923077
100581,0.0,0.6738300778602003,0.6953905500360134,0.5427060571940289,0.0,3.0,-1555.0833333333333,1186.5785294117647,1184.365588235294,1184.365588235294,1146.756176470588,0.2941176470588235,39.25,0.5833333333333334,-19484,0.0,0.4166666666666667,-2774.0,-3899.0,1.0,534.5047058823529
100635,0.0,0.0920128093981064,0.7094757062024096,0.6944670296522197,0.1647058823529411,4.0,-627.0,7775.011588235294,7773.764823529412,7773.764823529412,7278.466764705883,0.1647058823529411,17.0,0.4,-12265,0.3,0.6,-1647.0,-3078.0,0.7,644.11875
100653,0.0,0.375711009574066,0.449853732176069,0.1536342416522838,0.7272727272727273,11.0,-1237.571428571429,255353.42454545453,254211.2427272727,254211.2427272727,247076.9263636364,6.181818181818182,25.285714285714285,0.4285714285714285,-12394,0.0,0.5714285714285714,-2474.0,-853.0,1.0,11539.333636363635
100681,0.0,0.3296550543128238,0.4163432826956263,0.4796235677179963,0.0689655172413793,1.0,-805.1666666666666,55897.06653409091,55895.45829545455,55895.45829545455,53704.25897727273,0.0795454545454545,20.666666666666668,0.1666666666666666,-16781,0.5,0.8333333333333334,-1447.0,-5888.0,0.5,4043.238488372093
100685,0.0,0.5549467685334323,0.6596075086611579,0.7529287029018897,0.9714285714285714,15.0,-967.5,368998.15628571424,367063.0238571429,367063.0238571429,352433.1882857143,0.9714285714285714,30.33333333333333,0.6666666666666666,-20020,0.0,0.3333333333333333,-1378.0,-2125.0,1.0,18382.916911764707
100722,0.0,0.5280927512030451,0.6810531410343084,0.6471397470606013,0.036144578313253,3.0,-435.3333333333333,6477.259602272727,6446.051079545455,6424.573806818182,6118.873465909091,0.034090909090909,15.0,0.0,-16194,0.4,1.0,-654.0,-1321.0,0.6,486.81603658536585
100759,0.0,0.5226973172821112,0.7772283250141669,0.3655238490112184,0.4705882352941176,23.0,-1463.0,339605.80411764706,336506.9823529412,336506.9823529412,327736.0085294118,6.352941176470588,42.142857142857146,0.8571428571428571,-16290,0.0,0.1428571428571428,-2895.0,-4752.0,1.0,13784.071764705885
100796,1.0,0.326475210066026,0.343727656125971,0.5645838928447929,0.2083333333333333,2.0,-1031.1,291423.6553125,290573.5303125,290573.5303125,281385.48,0.2291666666666666,27.0,0.5,-19311,0.3333333333333333,0.5,-1693.0,-514.0,0.5833333333333334,16766.759680851064
100842,0.0,0.6178261467332483,0.5570940435942876,0.3769622832210385,0.95,6.0,-803.875,230420.0385,229814.5635,229814.5635,225863.166375,0.975,27.125,0.5,-11667,0.3076923076923077,0.5,-1860.0,-5076.0,0.6923076923076923,12191.738684210526
100853,0.0,0.6380435278721609,0.2474814095146677,0.4231235564923376,0.0,1.0,-897.3333333333334,2852.2895294117648,2853.083647058824,2853.083647058824,2726.685,0.0117647058823529,19.33333333333333,0.5,-13176,0.4444444444444444,0.5,-1289.0,-1725.0,0.5555555555555556,354.6557142857143
100859,0.0,0.3893387918468769,0.558863072697854,0.8738990399798535,0.36,11.0,-572.0,437999.985,438526.1583333333,438526.1583333333,429701.5866666666,1.2962962962962965,15.0,0.0,-14004,0.2,1.0,-707.0,-2402.0,0.8,20990.485
100861,0.0,0.3409064264152384,0.6361623696784523,0.3257575592060776,0.0,1.0,-1788.0,549.88875,549.88875,549.88875,549.88875,0.1,42.0,1.0,-14206,0.0,0.0,-2353.0,-5632.0,1.0,117.0
100882,0.0,0.7713615919194317,0.6821588851442865,0.136130342917629,0.4444444444444444,3.0,-1512.0,102772.48,102074.48,102074.48,99853.25,0.4444444444444444,10.0,1.0,-14661,0.0,0.0,-1512.0,-413.0,1.0,4648.37
100920,0.0,0.6430255641096323,0.5789341567637026,0.5223584928250413,0.0625,2.0,-840.0,35568.637500000004,35559.995625,35559.995625,33950.84859375,0.0729166666666666,28.0,0.0,-13765,0.0,1.0,-840.0,-1806.0,1.0,2666.454375
100935,0.0,0.6092756673894402,0.7296613543091935,0.1992170096488218,0.7037037037037037,6.0,-1393.6666666666667,157595.31999999998,156593.97833333333,156593.97833333333,151325.92666666667,1.0740740740740742,35.0,0.3333333333333333,-12406,0.1428571428571428,0.6666666666666666,-2445.0,-960.0,0.8571428571428571,8094.065192307693
101003,0.0,0.4884551844437485,0.7464284647299886,0.7055608697228873,0.6756756756756757,9.0,-1138.0,401008.7712162162,398927.43486486486,398927.43486486486,383938.5964864865,1.108108108108108,19.8,0.6,-14471,0.0,0.4,-1796.0,-743.0,1.0,20044.383428571426
101074,0.0,0.7801436381572275,0.6300926656844718,0.2405568391561073,0.5625,3.0,-1106.2,123103.08,122171.5575,122171.5575,118475.983125,0.5625,37.0,0.8,-15787,0.0,0.2,-2435.0,-5542.0,1.0,5784.114375
101134,0.0,0.5136937663039473,0.4102190440498561,0.4935547528006813,0.6666666666666666,8.0,-1215.3333333333333,105021.02365384616,104440.38519230769,104440.38519230769,100125.63115384616,0.7051282051282052,23.88888888888889,0.6666666666666666,-15175,0.0,0.3333333333333333,-2440.0,-3046.0,1.0,5707.734545454546
101221,0.0,0.5867400085415683,0.2939875845022613,0.26009193133393,0.3571428571428571,7.0,-1212.8,209283.8528571429,208899.42428571428,208899.42428571428,203694.48642857143,2.7857142857142856,40.4,0.6,-10560,0.4,0.4,-1626.0,-801.0,0.6,9632.584285714283
101405,0.0,0.4974688893052743,0.5754707448786739,0.7325607282964622,0.34375,10.0,-1685.142857142857,134360.2265625,134318.9803125,134318.9803125,129598.99078125,0.6145833333333334,43.35714285714285,0.8571428571428571,-11686,0.1428571428571428,0.1428571428571428,-2912.0,-2753.0,0.8571428571428571,7905.6225
101447,0.0,0.5531646987710016,0.2498387187994675,0.2826947000851005,1.25,10.0,-472.0,21764.22967741936,20593.531451612904,20593.531451612904,20234.58241935484,1.4516129032258065,16.0,0.0,-14034,0.2777777777777778,1.0,-707.0,-1980.0,0.7222222222222222,1604.8216666666665
101455,0.0,0.4329616670974407,0.3342709979924265,0.321504659374288,0.2352941176470588,4.0,-1075.5,51785.7525,51554.92897058823,51554.92897058823,50873.46088235294,0.2352941176470588,36.0,0.0,-9790,0.2,1.0,-1510.0,-1011.0,0.8,2924.26734375
101461,0.0,0.5937175866150576,0.6293074142204605,0.8277403219988535,0.7083333333333334,5.0,-857.8,145679.353125,145592.24296874998,145592.24296874998,139067.5340625,0.9895833333333334,28.6,0.4,-21766,0.0,0.6,-1399.0,-5065.0,1.0,10198.8028125
101485,0.0,0.5656079814115492,0.6083019440819857,0.3719247462489171,1.4615384615384617,11.0,-826.3636363636364,164984.18785714285,162394.4442857143,162394.4442857143,158401.2182142857,2.571428571428572,13.181818181818182,0.9090909090909092,-11425,0.25,0.0909090909090909,-1782.0,-2388.0,0.6666666666666666,7626.882857142858
101534,0.0,0.501075160239048,0.6863023931962224,0.6444343153734804,0.4456521739130434,14.0,-1017.0,67153.28184782609,67145.41076086956,67145.41076086956,64153.86994565218,0.4456521739130434,33.75,0.5,-21780,0.5,0.5,-1642.0,-1179.0,0.5,4259.011648351649
101549,0.0,0.6594055320683344,0.5122999166138944,0.8582856604560133,1.1219512195121952,13.0,-1778.5,321055.56658536586,319611.61536585365,319611.61536585365,311391.0351219512,1.1219512195121952,54.0,0.8333333333333334,-16121,0.0,0.1666666666666666,-2466.0,-1888.0,1.0,16417.368
101671,0.0,0.6722428897082422,0.634814956217392,0.4814947089216011,0.5454545454545454,4.0,-340.0,32708.327727272725,32185.57090909091,32185.57090909091,31446.515454545457,0.5454545454545454,12.0,1.0,-8159,0.0,0.0,-340.0,-787.0,1.0,2212.1877272727274
101721,1.0,0.7490217048463391,0.6724572123428485,0.3846928924392946,0.3055555555555556,5.0,-2214.0,199823.151375,199148.250375,199148.250375,191563.932375,0.275,57.0,1.0,-16835,0.25,0.0,-2721.0,-5109.0,0.75,11120.131285714286
101773,0.0,0.5136937663039473,0.233755206951475,0.1650346595815533,0.1894736842105263,5.0,-1293.3333333333333,33488.61347368421,33486.99347368421,33486.99347368421,31802.380578947366,0.2,43.0,0.6666666666666666,-14153,0.25,0.3333333333333333,-2785.0,-180.0,0.75,2412.8856382978724
101815,0.0,0.2314393514998941,0.6045807178143072,0.1819933729910798,0.0909090909090909,11.0,-59.0,158493.30136363636,156424.1809090909,156424.1809090909,151572.22772727272,3.909090909090909,3.0,0.0,-8350,0.0,1.0,-59.0,-814.0,1.0,6718.000909090909
101955,0.0,0.4418358231994413,0.3071150636414599,0.0340618508707182,0.5238095238095238,10.0,-1567.0,62458.23428571428,62175.1275,62175.1275,59865.92571428571,0.6666666666666666,35.5,0.6,-19173,0.0,0.4,-2823.0,-5180.0,1.0,3150.659634146341
101981,1.0,0.2405414172860865,0.711347182362802,0.2090498374051232,0.0512820512820512,2.0,-653.7894736842105,24530.69111111111,24287.69777777778,24287.69777777778,23014.345,0.0493827160493827,10.0,0.4210526315789473,-13274,0.2,0.5789473684210527,-1572.0,-2041.0,0.8,2558.9992207792207
102004,0.0,0.4382813743111921,0.6077442898030296,0.7656428166187343,0.4375,8.0,-730.5,62324.459062500006,62308.2225,62308.2225,59725.4625,0.4375,17.25,1.0,-13614,0.0769230769230769,0.0,-1163.0,-4539.0,0.8461538461538461,3619.76109375
102138,0.0,0.2837118826350007,0.718836053974528,0.7267510046459557,0.1354166666666666,4.0,-1699.8125,37061.949375,36981.1959375,36981.1959375,35410.366875,0.2291666666666666,54.0,0.6875,-22487,0.1818181818181818,0.3125,-2868.0,-1215.0,0.8181818181818182,2403.2390625000003
102139,0.0,0.5495965024956946,0.541818650818969,0.2762071600799789,0.3333333333333333,27.0,-844.125,141005.954,140587.354,140587.354,136989.96800000002,1.288888888888889,24.625,0.5,-15222,0.0,0.5,-1745.0,-3981.0,0.8333333333333334,7432.304318181818
102217,1.0,0.2622489709189549,0.3123559544903636,0.4391563057424766,1.3333333333333333,25.0,-870.3333333333334,52105.52942307693,51743.10634615385,51743.10634615385,50022.667211538464,1.0384615384615383,28.33333333333333,0.6666666666666666,-13183,0.3142857142857143,0.3333333333333333,-1837.0,-808.0,0.6571428571428571,2953.0824324324326
102219,0.0,0.1997705696341145,0.3927650841222304,0.6236594020768995,0.2222222222222222,23.0,-924.7142857142856,43065.7245,42350.6745,42350.6745,41153.76,6.0,12.714285714285714,0.5714285714285714,-12916,0.0,0.4285714285714285,-1370.0,-454.0,1.0,2163.699
102220,0.0,0.3123653692278984,0.5400157983956656,0.7346389215439951,0.0,39.0,-1714.888888888889,30056.289545454547,30013.674545454545,30013.674545454545,29312.7075,4.7727272727272725,57.11111111111112,1.0,-15874,0.0,0.0,-2711.0,-7961.0,1.0,2169.5011363636363
102246,0.0,0.445396241560834,0.665781015977692,0.5153124835096117,1.205128205128205,7.0,-1352.7142857142858,165189.2619230769,165151.7146153846,165151.7146153846,158653.00269230767,1.205128205128205,41.5,0.7857142857142857,-14345,0.1818181818181818,0.2142857142857142,-2635.0,-6289.0,0.8181818181818182,8512.06090909091
102261,0.0,0.6430255641096323,0.5625096216720853,0.7076316895355994,2.076923076923077,13.0,-824.8333333333334,589562.8476923077,587660.3861538462,587660.3861538462,575638.3488461538,7.230769230769231,27.5,0.6666666666666666,-11729,0.0,0.3333333333333333,-1293.0,-3338.0,1.0,24900.019615384612
102311,0.0,0.5726825047161584,0.7322888040383413,0.6249220551775649,0.8571428571428571,17.0,-1323.428571428571,219198.1275,213075.0032142857,213075.0032142857,205835.86285714287,2.9285714285714284,37.71428571428572,0.5714285714285714,-14327,0.125,0.4285714285714285,-2466.0,-1422.0,0.875,6791.354999999999
102375,0.0,0.3825018041447388,0.4742918961825186,0.656186914823128,0.3636363636363636,5.0,-623.0,150294.3934090909,149699.92295454547,149699.92295454547,144072.58704545454,1.2727272727272727,15.0,0.5,-18980,0.0555555555555555,0.5,-705.0,-2608.0,0.9444444444444444,7596.272045454545
102491,1.0,0.1253078784282391,0.062061847658485,0.3294552084651713,0.0,31.0,-687.6666666666666,43708.662,43697.646,43697.646,43275.711,2.933333333333333,22.33333333333333,0.6666666666666666,-9939,0.0,0.3333333333333333,-1170.0,-386.0,1.0,1802.583
102542,0.0,0.5424451438613613,0.6811148887787412,0.5676995645278953,0.0,2.0,-418.3333333333333,16442.521875,15995.896875,15995.896875,15672.56625,0.75,12.833333333333334,0.1666666666666666,-13888,0.0833333333333333,0.8333333333333334,-608.0,-5200.0,0.9166666666666666,1449.16875
102548,0.0,0.6413682574954046,0.7175348435637643,0.5126163338457335,0.0,0.0,-1154.642857142857,2.18015625,-30.29625,-30.29625,0.0,0.0,20.214285714285715,0.7142857142857143,-15941,0.1428571428571428,0.2857142857142857,-2413.0,-5830.0,0.8571428571428571,86.55515625
102587,0.0,0.3672910183026313,0.5564950478134809,0.4596104723297622,0.0,19.0,-1270.2,37135.76029411765,37062.569117647065,37062.569117647065,36263.561029411765,3.235294117647059,42.2,0.4,-12439,0.0,0.6,-2356.0,-1098.0,1.0,10772.9415
102600,0.0,0.7366226976503176,0.5035279726423434,0.7214426448625012,0.5,9.0,-958.6666666666666,412244.38125,411571.63125,411571.63125,402821.476875,0.9375,32.333333333333336,1.0,-18748,0.0,0.0,-1229.0,-9785.0,1.0,20022.6571875
102800,0.0,0.6956219298394389,0.3360544118983588,0.2915853815070627,0.8666666666666667,12.0,-1241.0,220078.985625,217720.366875,217720.366875,209241.4246875,2.1875,30.0,0.6666666666666666,-14049,0.0,0.3333333333333333,-1562.0,-398.0,1.0,9897.6403125
102801,0.0,0.475849908720221,0.6917655604256792,0.7191202961144277,0.6,17.0,-1455.125,64133.087625,63734.275125,63734.275125,62523.662625,1.5,22.625,0.5,-16078,0.0,0.5,-2810.0,-2104.0,1.0,3305.1777631578943
102833,0.0,0.4686596550493113,0.7008103055189862,0.3224830610685112,0.65,8.0,-720.8333333333334,88042.73113636364,86727.19295454545,86727.19295454545,84024.01636363637,1.181818181818182,20.83333333333333,0.6666666666666666,-9913,0.0,0.3333333333333333,-1094.0,-1338.0,1.0,3596.134090909091
102842,0.0,0.1528662291550415,0.7139578541562436,0.6599124145005714,0.735632183908046,12.0,-1218.6,113157.18931034484,113130.36931034485,113130.36931034485,107829.24931034482,0.735632183908046,31.466666666666665,0.5333333333333333,-19293,0.2222222222222222,0.4666666666666667,-2822.0,-2990.0,0.7777777777777778,6044.573720930232
102859,0.0,0.7597121819739279,0.4546423502070921,0.4644089448717095,0.0,0.0,-2016.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,-14393,0.3,0.0,-2844.0,-1938.0,0.7,0.0
102906,0.0,0.3490552510751822,0.5066547024917937,0.310517381943056,0.5714285714285714,8.0,-1266.571428571429,182170.29214285716,179535.42642857143,179535.42642857143,174904.605,1.8571428571428568,26.428571428571427,0.7142857142857143,-15469,0.0,0.2857142857142857,-2490.0,-7210.0,1.0,7907.573571428571
102993,0.0,0.4400578303966329,0.7068363923288563,0.7297389171716943,0.0568181818181818,4.0,-1393.75,14250.9554494382,14131.047134831462,14131.047134831462,13609.57095505618,0.0674157303370786,30.0,0.75,-15010,0.0,0.25,-2572.0,-4028.0,1.0,1144.748275862069
103054,0.0,0.4014074137749511,0.5198035479881642,0.7201012522787674,0.9479166666666666,25.0,-50.0,49225.2534375,48868.1671875,48868.1671875,46790.64796875,0.9583333333333334,2.0,0.0,-15113,0.0,1.0,-50.0,-2781.0,1.0,4326.6778125
103055,0.0,0.2340151665320674,0.6058712342897806,0.4158544392854678,0.0869565217391304,4.0,-925.6470588235294,11660.843152173911,11378.356630434782,11378.356630434782,11118.00668478261,0.0869565217391304,19.41176470588235,0.4705882352941176,-16018,0.1538461538461538,0.5294117647058824,-2668.0,-2841.0,0.8461538461538461,688.6958241758242
103061,0.0,0.0005272652387098,0.5834584388491859,0.3001907615417988,1.1666666666666667,12.0,-2087.75,145696.01,143692.595,143692.595,139424.015,1.3333333333333333,30.5,0.5,-11757,0.2857142857142857,0.5,-2829.0,-778.0,0.7142857142857143,5768.165
103153,0.0,0.6769925032909132,0.6433238364635772,0.7619750860817601,0.0909090909090909,4.0,-1252.5454545454545,21470.04576923077,21469.70942307692,21469.70942307692,20283.257884615385,0.0897435897435897,25.727272727272727,0.5454545454545454,-17791,0.0,0.4545454545454545,-2759.0,-5072.0,1.0,1315.4921052631578
103228,1.0,0.5673792367572691,0.0539559614548892,0.2537502752121469,2.333333333333333,34.0,-113.0,552329.0967857143,547008.1617857142,547008.1617857142,531607.9757142857,7.0,4.0,0.0,-9839,0.0,1.0,-113.0,-1835.0,1.0,24093.594642857144
103257,0.0,0.1054731864873376,0.7165587639717365,0.8552801605778271,0.3473684210526316,8.0,-555.0,73466.29563157895,73537.59221052632,73497.8027368421,69885.12315789473,0.3684210526315789,12.428571428571429,0.5714285714285714,-15613,0.0,0.4285714285714285,-1303.0,-286.0,1.0,5720.913947368421
103273,0.0,0.501075160239048,0.5144468662626958,0.26022974507445,0.3863636363636363,11.0,-1106.0,105718.87227272728,105802.95068181818,105802.95068181818,102503.36454545456,1.0454545454545454,30.8,0.9,-10681,0.1428571428571428,0.1,-1866.0,-2152.0,0.8571428571428571,5625.421071428571
103406,0.0,0.3490552510751822,0.6871491936381708,0.5446074123295306,0.0,14.0,-1213.3333333333333,18546.746785714287,18559.955892857142,18559.955892857142,18164.658214285715,0.8571428571428571,40.5,0.4166666666666667,-11556,0.0,0.5833333333333334,-1833.0,-2613.0,0.75,942.8544642857142
103411,0.0,0.3656165070113335,0.5526057559015506,0.6999495171220236,0.776595744680851,10.0,-862.2222222222222,158142.29115789474,157925.81463157895,157925.81463157895,152613.91563157894,0.8105263157894737,24.11111111111111,0.4444444444444444,-18612,0.25,0.5555555555555556,-1840.0,-942.0,0.75,11859.710322580646
103444,0.0,0.7700870700124128,0.775710152979941,0.8299335925972424,0.1428571428571428,17.0,-1675.375,29632.551428571427,29632.551428571427,29632.551428571427,29358.43071428572,5.571428571428571,41.125,0.5,-12765,0.2222222222222222,0.375,-2683.0,-741.0,0.7777777777777778,2093.155714285714
103497,0.0,0.3031463744186309,0.6571039841587661,0.7392808072974515,0.1645569620253164,8.0,-1128.0,72684.35430379747,72191.98025316457,72191.98025316457,69717.49291139242,0.1772151898734177,13.5,0.6666666666666666,-19384,0.1111111111111111,0.3333333333333333,-1618.0,-2118.0,0.8888888888888888,3857.823461538461
103522,0.0,0.4561097392782771,0.4846119666467224,0.0626709942533566,2.8666666666666667,14.0,-688.4,310041.99600000004,306593.892,306593.892,295637.367,4.466666666666667,17.4,0.4,-10037,0.25,0.6,-982.0,-2213.0,0.75,13906.551
103582,0.0,0.5172965813614878,0.1158060952226478,0.4467354865752939,0.0,11.0,-1234.3333333333333,64566.24,64423.314,64423.314,63138.006,2.2,25.83333333333333,0.5,-12616,0.0,0.5,-1887.0,-475.0,1.0,3642.09
103657,0.0,0.3556387169923543,0.701341904905969,0.6970230530706448,0.2941176470588235,13.0,-925.6666666666666,162383.91220588234,163264.90235294116,163264.90235294116,157980.42132352942,2.4705882352941178,15.666666666666666,0.5555555555555556,-11133,0.5,0.4444444444444444,-2554.0,-1159.0,0.5,8857.937727272727
103710,0.0,0.1595195404777181,0.5213644289717307,0.7924785884689072,0.09375,4.0,-933.9444444444443,15609.579375,15571.276875,15571.276875,14752.61296875,0.2395833333333333,21.88888888888889,0.6666666666666666,-19730,0.25,0.3333333333333333,-2525.0,-3016.0,0.75,1323.00609375
103711,0.0,0.2020866016820394,0.1340538056788777,0.0886483076734566,0.6363636363636364,32.0,-723.5,65239.27977272728,64192.73113636363,64192.73113636363,61205.18318181818,3.272727272727273,17.5,0.5,-9130,0.0,0.5,-1208.0,-2105.0,1.0,3581.9836363636364
103721,0.0,0.4956658291397297,0.0918880512770459,0.6817349002188261,0.1,26.0,-692.5,42943.365,42777.31090909091,42777.31090909091,41550.05454545454,4.818181818181818,23.5,0.5,-18637,0.0,0.5,-982.0,-1845.0,1.0,3108.972272727273
103722,0.0,0.3506958432829587,0.3100029652396353,0.7349455405230529,0.8148148148148148,22.0,-1373.6666666666667,547292.58,544485.76,544485.76,526074.1666666666,4.148148148148148,36.083333333333336,0.9166666666666666,-10629,0.2,0.0833333333333333,-1852.0,-3703.0,0.8,25754.036666666667
103731,0.0,0.4118485559242397,0.1493356653169924,0.2577191454809015,1.7647058823529411,8.0,-562.6666666666666,92645.95764705882,90633.33,90633.33,85468.08970588236,2.294117647058824,13.0,0.3333333333333333,-9607,0.0,0.6666666666666666,-731.0,-1313.0,1.0,5512.185
103770,0.0,0.5638350489514956,0.4921903249169826,0.3721498460380922,0.0833333333333333,4.0,-993.7857142857144,21895.97296875,21879.86109375,21879.86109375,20838.4575,0.0833333333333333,16.428571428571427,0.5,-17885,0.2857142857142857,0.5,-2723.0,-1994.0,0.7142857142857143,2288.48578125
103795,0.0,0.7449321846094795,0.4416744325384825,0.4262378779135873,2.636363636363636,29.0,-1777.0,334973.76954545453,331328.3604545454,331328.3604545454,321745.3854545455,14.545454545454543,12.0,1.0,-13753,0.0,0.0,-1777.0,-4813.0,1.0,13911.909545454546
103825,0.0,0.5602843280409464,0.4504328738407462,0.8867721066804944,0.4285714285714285,6.0,-1855.1666666666667,63343.40732142857,63320.57410714285,63320.57410714285,60112.80053571429,0.4285714285714285,35.166666666666664,0.75,-19055,0.0,0.25,-2897.0,-6894.0,1.0,3235.457710843373
103900,1.0,0.5549467685334323,0.7488996795546238,0.6813012906952672,0.0,0.0,-916.6,8171.558052631579,8178.764684210527,8168.8173157894735,7732.576894736842,0.0,30.4,0.6,-15901,0.25,0.4,-1453.0,-154.0,0.5,950.067
